Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
1,-2.2179093472520144,-2.045797776379817,-2.400361004332964,-0.3833337036882002,-0.38263795936266926,0.016455856542699893,-0.023516129771201922,-0.020164673551002026,-0.08747853553737373,-0.03128095868642027,-0.6163336830537088,-0.7507126492255691,-0.545256314006656,-0.15192070179118194,-0.829388169244788,-1.2792473500227672,-1.2752282273784676,-1.2761466133220607,-1.79410560084612,-0.6710811712582722,-0.02569740480791233,-0.4713714715230644,-1.3751499620835452,-0.025299419664898994,0.019996798506869473,-0.01203116395265333,-0.012261538741790336,-0.010298596452125674,-0.18225906166562125,-0.013720526326611832,-0.11911848306280666,-0.769296670735306,-0.01211076328012199,-0.03423674401093342,-0.09252030802459417,-0.02622612503366848,1.7508450138266205,-1.7508450138266232,-0.1335049395653966,0.9597844263411239,0.041864742856108465,-0.4712747632660581,-1.4604945953516182,-0.3320271866467127,-0.5403442470457658,-0.0459665443518951,-0.038332749924638365,-0.6617258262927767,-0.4071227486422306,-0.15518519328289745,-0.017023930359240182,-0.23712348298321384,-0.038221969871193105,-2.393729120714277,-1.1558327142487792,-1.5205723593467102,-0.8618201186129829,-0.02093664286514523,-0.07281797476142998,1.1262670615796633,-0.5637517251377464,-0.04537106065403342,-0.09588651819565291,-0.4128957494236547,-1.245333759230822,0.5684869930816617,-0.09497948468857409,-1.2325935013357425,-0.04361029580591811,1.3140269485786504,-0.17542139940699192,1.2997507103665291,-0.019619034501078356,-0.6853973790604674,0.003947524024041514,-0.012110761159102727,-0.4128957494236547,0.5684869930816617,0.5584278541248524,-0.2570306043231456,-0.10821820870471387,-1.2472308363600322,-0.20659365428233603,2.8124930541394173,-0.034272008223089546,-2.25431697090356,-0.04949071852676005,-0.08427415443974613,-0.3834652193876046,-0.8616109931848219,0.6801706582279883,-0.060030707093464454,-0.09897786022586656,0.0,-0.6220672915830735
1,-0.6738281923245729,-0.3110678609773047,-0.5984496916581329,0.13506792299939108,0.13630739509188575,0.014670564401754545,0.014799358402951768,0.015966002674975777,-0.005956787160418972,0.009823400752183216,-0.6163336830536582,-0.7507126492255691,-0.3266315040158665,-0.15192070179190245,-0.829388169244788,-0.25187752402220787,-0.25042872994295035,-0.251549855715993,-0.5973786426619759,-0.30353338422276305,-0.025697404738583004,-0.5500580364996753,-0.43531171333035423,-0.0271298373934526,0.010034576593423189,0.03947317260812512,0.039663482889747005,-0.0019296473741243928,0.20773159825359733,-0.013720526325595084,0.02784721659926047,-0.14311679971894278,-0.012110763167290912,-0.03423674399936009,0.3720934857237678,-0.02622612508571013,1.0757267270928283,-1.0757267270928317,-0.13228199208244906,0.12930484148888058,-0.010932359350627805,-0.5483617590315766,-0.44679301503098634,-0.35535626600017384,-0.7627023644709089,-0.04596654435379106,-0.038332749919062006,2.2202881697394545,-0.11689627386859623,-0.3574706191832939,-0.01702393055888156,-0.2775572258201983,-0.03822196995540912,-1.0671325325549315,-1.3510813579325183,-1.5582801184005106,-0.7838734655931986,-0.020936642852679294,-0.07281797475900682,-0.670362602363922,-0.36199045141119013,1.1698870392164824,-0.09588651818848172,-2.1920388539149704,-0.3289527486349685,-0.12379683659958733,-0.09497948469145985,-0.14347417042041144,-0.02673992313346322,-0.1351260975884634,-0.4239188608935887,1.640522052185376,-0.010126183050086984,0.006133605039218294,0.004192547331650039,-0.012110760716186632,-2.1920388539149704,-0.12379683659958733,0.2699469160259679,-0.18220075882575543,-0.09512872031487896,-0.44937602191664044,-0.10951088463377551,0.527484947992848,-0.034272008223089546,-0.30903349088175425,-0.04949071852914073,-0.02138828161544922,0.13525331290279657,-0.02980393081545661,0.2406850179809706,15.129816339714267,0.36455870309247423,0.0,-0.5355733663626938
1,-1.303671910047318,-0.9084197810799847,-1.3199095997720325,-0.38375932078725744,-0.388176784984911,0.007858031704786182,-0.061111321169920955,-0.05118306013608529,-0.14223776572205407,-0.08656648818726911,-0.6163336830536748,-0.7408977884020947,-0.52309839407519,-0.1519207017905815,-0.829388169244788,-0.3818764086389982,-0.38010237642436057,0.09082154240298138,-1.4501531971874675,-0.9301722342504924,-0.025697405032574443,-0.5996014292627282,-1.2525623644200794,0.029163030920233694,0.010604627951687078,0.022852890256825565,0.022980928298958505,-0.0037480808066619074,0.6115272372850006,-0.013720526326003445,-0.0065953485795326155,-0.5190942402072477,-0.012110763001333097,-0.03423674399401325,-0.12098346448270392,-0.026226125033776786,1.7497235548785548,-1.749723554878559,-0.1308249262202966,0.27255965121361353,0.04871436691133553,-0.5996553873926606,-1.126595307295303,0.30932138281911487,-1.2518902228062232,-0.04596654435303996,-0.038332749921753576,-0.6417118402092752,0.662557582582,-0.6872838135861135,-0.01702393039706131,-0.5716522271386159,-0.0382219695184379,0.26040179225162685,-0.29671238818949647,0.36925169842331335,-0.8841086362349374,-0.020936642840054896,10.391338281236377,0.1489329992151133,-0.48646181856007364,0.00577202621787964,-0.09588651817358658,-1.5269956833354372,0.5919338142456008,0.2496508488998694,-0.09497948472693983,-0.9713267533516147,-0.040429856953284375,-0.28720420195370844,-0.42391886089299163,-0.6411643234709484,0.05531876553324194,-0.5822803081046579,0.00434023496880971,-0.012110762628395876,-1.5269956833354372,0.2496508488998694,0.11663753363152143,-0.1470601067186784,-0.08667921616401318,-0.9379791369619604,-0.08232780861496647,-0.19972088055536627,-0.034272008223089546,-0.8205095831466013,-0.04949071844498116,-0.005984155873441013,-0.3836984749556517,-0.24982031997022996,0.6792468795932478,-0.0629611626691715,-0.1250150001242036,0.0,-0.6219598448780649
1,-1.735886093892775,-1.6362087685764368,-1.5563398347202075,-1.4414178120177146,-1.4418318437419964,-0.004257085112348526,-0.017312976943876103,-0.008676382223225457,-0.024491346685158,-0.011077496263723079,-0.6163336830537143,-0.7507126492255691,-0.10131007822358391,-0.15192070179373143,-0.829388169244788,-1.0924528362044836,-1.0889010460265554,-1.089856293757321,-1.0550343202573347,-0.10268759895745985,-0.025697404869635905,-1.1212642118854568,-1.0777615307147905,-0.0299533123457041,0.0023700664886853245,-0.002640985629595799,-0.0029100147309680563,-0.007038673622903182,-0.21677150944608306,-0.013720526326126085,-0.09096753400571206,0.21219760341871513,-0.01211076322201052,-0.03423674400403123,-0.06786646051421526,-0.026226125103109694,0.7101311100243478,-0.7101311100243691,-0.13270676382531527,0.3124594807678384,-0.04943024637638081,-1.1249021418101648,-1.1420286566332052,-0.34037336589814965,-0.5106964980557467,-0.0459665443513482,-0.038332749925701,1.5336544933343264,3.286301791245323,-0.2871104710440237,-0.017023930496118698,-0.6777476036424366,-0.038221969924898146,-1.4965433072618248,-1.1810745456011553,-1.3593042133413338,-0.7558435359165767,-0.02093664285952507,-0.07281797475973825,0.15992142637732173,-0.14544379920753012,-0.07783680698478003,-0.09588651819135029,-0.7052616455010944,-0.5131052222072104,0.0073535826383453245,-0.09497948469458424,-1.088733954685408,-0.059344300927900474,-0.18503218292104903,2.4616294080096623,1.151589257401813,-0.013112687390535447,-0.1504137634085452,-0.0012430490203194028,-0.012110759819722813,-0.7052616455010944,0.0073535826383453245,0.2619761772605466,-1.4923639482031366,-0.4452613839674125,0.1825589748611369,-1.0185334973497273,1.1588988073266697,-0.034272008223089546,-1.6912221724000873,-0.049490718542611827,-0.08022572673445147,-1.441525631792751,-0.3928639001047785,0.09376461500504468,-0.05390286326105431,-0.05256179835483847,0.0,-0.4718256606833823
1,-0.6617776109905837,-0.30774462359148247,-0.5080498959426545,-0.5412376474493681,-0.5407075213517054,0.016757846258075658,0.013702787192623576,0.016186194925392333,-0.01325368734711575,0.013299503328001555,1.8207722423618837,-0.7507126492255691,-0.2750281704865154,-0.1519207017915422,-0.829388169244788,-0.6936213067005901,-0.6910673344914002,-0.6921012871191022,-0.48936053242206695,-0.2452881064958427,-0.02569740457330424,-0.4363996648667888,-0.48071452727978814,-0.025826695107791942,0.025875658291700392,0.039760627046598496,0.039317053317927814,-0.0013291092384069498,0.0006569115708264068,-0.013720526325630936,0.10076543421421225,0.0006260688070360285,-0.012110763167103517,-0.034236744000634964,0.4506261989921559,-0.02622612512937421,-0.12367361786032935,0.12367361786030825,-0.12359886738526814,0.022790838668575956,0.05376408975497555,-0.4337571379505222,-0.49554280103480985,-0.17867871244867006,0.3342643481597922,-0.04596654435320768,-0.03833274992120727,-0.6617258262927824,-0.40712274864215914,0.0427027233587959,-0.01702393018396,-0.19254268959887091,-0.03822196991583749,-1.0550828357331505,-0.6921461459244531,-0.7514737375656209,-0.7895237895955928,-0.020936642851870815,-0.07281797476038529,0.3882191007292552,-0.2614697183922287,1.0047255339179013,-0.09588651818906782,1.0326433428449093,-0.3268672691703655,-0.0506768924374921,-0.09497948473345497,-0.8169264177115947,-0.02687871889262903,-0.1031007353504411,1.944074067395559,0.8552663514723807,-0.010158213117894142,-0.5608401250346382,0.0034549384730135912,-0.012110762297112857,1.0326433428449093,-0.0506768924374921,-0.24126789921893363,-0.5775235396651522,-0.24843690540039373,-0.25524485177533685,-0.3098184676052005,0.5258667281172673,-0.034272008223089546,-0.31600767260487683,-0.04949071854095123,-0.03205211314649131,-0.5412546648723158,-0.029564438206177133,-0.1280143191198305,-0.17803716258207938,0.7763945677672444,0.0,-0.24171453403342175
1,-1.9198583022582172,-2.186204555931074,-2.1830538030938365,-1.049850080857967,-1.0451667164865281,0.0002283503661485489,-0.02226904878683522,-0.023017599230753777,-0.04542933624172351,-0.024638724465225244,-0.6163336830536992,-0.7507126492255691,-0.09215147131854755,-0.15192070179126507,-0.829388169244788,-1.0508027081233817,-1.047355120454847,-1.0483185873678877,-1.6349210173346715,0.1082004755710609,-0.025697404797381296,-1.1096069430000328,-1.372879821386083,-0.06978681323611799,0.00026383066401700756,-0.0029576021125225934,0.001979413417502194,-0.007214119140957841,-1.691143278627412,-0.013720526326394535,-0.10355076624901109,0.4026569042156648,-0.012110763265673764,-0.034236744012376585,-0.07182814181994701,-0.02622612507555091,1.2473099461464223,-1.2473099461464257,-0.13745729245657284,0.41718794904702733,-0.017981972429372765,-1.1114192452123914,-1.4582898311604937,-0.1531373928117104,-0.4514010000757084,-0.04596654435292329,-0.03833274992210335,-0.4615859654572572,3.3468497345221686,-0.24313537845698252,-0.01702393045339523,-0.7060857823828682,-0.03822196988581706,-2.1574321408098545,-1.5836367121367647,-1.4110194657822168,-0.8722278780953838,-0.02093664287102109,-0.07281797476152106,0.9610855773350274,-0.09289781787379324,-0.06845876651954835,-0.09588651818904967,-0.1366824186587613,-0.9090290605758957,0.3058174172067186,-0.09497948472683919,-1.2397721869194862,-0.056511827929225794,0.40187161398978505,2.4155457132974476,0.19150304219045278,-0.017913655459152727,-0.7408695987495661,0.003941007372674006,-0.012110759382492755,-0.1366824186587613,0.3058174172067186,-0.13967201194790071,-0.25883820592793116,-0.11188730987233454,0.4914084195494994,-0.1785438603009313,2.2052599178578753,-0.034272008223089546,-2.4136269172200215,-0.04949071853723117,-0.10659687883356961,-1.0496940340646903,-0.7205271597828806,0.3265034778768026,-0.055260427055799796,-0.06202810761382283,0.0,-0.5607648735874476
0,-1.8829031861673367,-1.7209513219150696,-1.9066390431176694,0.7087997725682884,0.7106410057690483,0.01829444098634907,-0.013819000048070133,-0.009059325267465083,-0.07243003218494874,-0.01588204568371212,-0.6163336830536246,-0.46973820212218254,-0.37636372430659704,-0.15192070179044295,-0.829388169244788,-0.9536190759341424,-0.9504146274541926,-0.9513972724592082,-2.024354730568007,-0.38588015618155996,-0.02569740454960941,-0.32856992767661597,-1.6702682527548378,-0.024473834542157652,0.03185299143977229,-0.0401579558551458,-0.040272547774248775,-0.0034337958843656423,0.07313305190979623,-0.013720526326394753,-0.126136054890882,-0.2109454658046404,-0.012110763207655991,-0.03423674400414342,-0.08925953956525762,-0.02622612501481218,1.908970725503464,-1.9089707255034678,-0.13419445276660827,0.6352291862839233,0.17030769320564815,-0.3279457103027988,-1.7794504816680472,-0.14147285313505484,-0.4069293765906775,-0.04596654435244202,-0.03833274992339917,-0.6617258262927828,-0.407122748642219,0.06029276039361074,-0.017023930525425238,-0.22917496943408067,-0.038221969964346195,-1.4345233569958393,-0.7180726073605674,-1.0410673245518878,-0.7261253365854209,-0.020936642853624468,-0.07281797475966054,0.5020787542038276,-0.3911686146499516,-0.07181968276001074,-0.09588651819372276,-1.2266915388980901,-0.6068019189721092,0.44355270741809555,-0.09497948471706255,-0.9111583625093265,-0.03541287199592145,2.343489473250177,-0.423918860893589,2.1916826572141197,-0.012601493735399528,-0.027898431579860727,0.0033701261876537985,-0.012110761837556043,-1.2266915388980901,0.44355270741809555,0.2517809996791176,-0.4076854537921342,-0.13572955208791757,-0.5594976299180888,-0.4078685028548795,0.9486529491099478,-0.034272008223089546,-1.7640087635865271,-0.049490718502445796,-0.02108718378934812,0.708842761756378,-0.7177170894096417,0.8393606364329901,-0.05864770030235631,-0.08762506901224762,0.0,-0.6381773790073216
0,0.052420176070023784,0.18741774689697602,0.08911029306246401,-0.36673463682379986,-0.36729967302412797,0.01951128189831415,0.020131704680882063,0.020436862716698728,-0.007017760778031336,0.018934332025615893,2.1636350531618014,-0.7311214172289083,-0.023905077929557254,-0.15192070179205946,0.30727764430697574,-0.40964316069306694,-0.4077996601388336,-0.4088896526456831,-0.10845456473400397,0.03589599287559185,-0.025697404324362242,-0.15371089439527108,-0.11749201568434481,-0.02430243731382696,0.009501726283450036,0.028087477241223464,0.027691955590140902,-0.0005785190149607563,0.3871963267119988,-0.013720526325524911,-0.014096890878389508,0.21983394330917344,-0.0121107630579454,-0.034236743986014666,0.03452776400328088,-0.026226125128610646,-0.09227276731456638,0.09227276731456328,-0.11163314617287336,-0.02672340764572282,0.03406517093920632,-0.15090941584510068,-0.10382969641118256,-0.1183448865346383,0.7641567085150763,-0.045966544353616044,-0.03833274991975156,-0.6617258262927713,-0.40712274864206843,0.2098080751895572,-0.01702393040379128,-0.1286089936601013,-0.03822196997332833,-0.2899226986395228,-0.19265315408917905,-0.3408199640568062,-0.7862564926485766,-0.020936642832698138,-0.07281797475997835,-0.07220660287092119,-0.009030941959788003,-0.011453976256536815,-0.0958865181875433,-0.028206574539777773,-0.07451426213877886,-0.11908282427084184,-0.09497948472408038,0.02803166371147252,-0.015625823421536334,-0.13636776300613884,2.1603129425836434,1.190111235172639,-0.007721405292739643,-0.5914689579918093,0.004387491532444862,-0.012110763201177153,-0.028206574539777773,-0.11908282427084184,-0.05820860002133883,-0.1726355571006525,-0.0967076883076046,0.2847812786180452,-0.09403913631547772,-0.04232031305225877,-0.034272008223089546,0.1882052216573496,-0.04949071852467446,-0.005854204238032151,-0.36657174318308694,0.07281464880404195,-0.1215480854326055,-0.03259140962122943,0.05532378926699082,0.0,-0.2537450102673356
0,-0.2745522641253223,-0.20555507397724496,-0.1673122043997151,-0.25607419106129925,-0.2552449700507748,0.015807466859646808,0.017390276654940796,0.01871361901750612,-0.003531704605811778,0.017096647224418657,-0.6163336830536955,-0.7507126492255691,-0.2517869744694766,-0.1519207017910711,-0.7870460901272532,-0.1938197697273289,-0.19251622763086246,-0.19364881044586413,-0.3131204578201353,-0.26738114287500014,-0.025697404632980113,-0.49760032651526903,-0.33769566333909756,-0.02313405773441591,0.016626821187404297,0.056180941092833024,0.05566977376537141,0.001464827656767284,0.47692869094119955,-0.013720526325510265,-0.010063803620920173,-0.08112768766710078,-0.012110762942584478,-0.03423674396754679,-0.006765144991127925,-0.026226125146497595,-1.0124298342000733,1.0124298342000697,-0.1195269857013346,-0.2702428492967328,-0.04943024637638081,-0.4956025984316022,-0.3429241242489922,-0.3750653157987328,0.12673010522966188,-0.045966544353732715,-0.03833274991930184,-0.661725826292739,-0.4071227486421784,-0.24753288771568555,-0.01702393048938873,-0.2668440119061284,-0.0382219699673634,-0.006564722068030851,-0.10647714773066552,-0.49348878640424204,0.15149813807789775,-0.020936642807217774,-0.07281797473587141,-0.6485494276442184,-0.2386478692931566,-0.02939180308230973,-0.0958865181898991,0.7021538791369173,-0.054334309272759146,-0.2459431435164137,-0.09497948473345497,0.01828686381886479,-0.02274122663046946,0.02578433452550735,-0.4239188608935901,2.274653070874361,-0.005292923828930567,-0.8412641067758134,0.004860899711028097,-0.012110762155108838,0.7021538791369173,-0.2459431435164137,-0.24126789921893363,0.0029254260875867526,0.01055294619792357,-0.3310030754953142,-0.015920315488208523,-0.3176113344810811,-0.034272008223089546,-0.10198384218919825,-0.049490718549063104,0.005097552699073718,-0.25589087806153904,0.005823688412977037,-0.27261757060851716,-0.04152023757269168,0.01770702859172941,0.0,0.36488948460998966
0,-0.15645656705230976,-0.11748928325278826,-0.1725275772294469,-0.5161262386032718,-0.5155697742968646,0.018871774265791355,0.016616226388800896,0.017411612667003223,-0.01253915409444727,0.015203610471367479,1.1813794330323075,-0.7507126492255691,0.18457632871477858,-0.15192070179167153,2.000960809008381,-0.395759784666033,-0.3939510182815975,-0.39504375051587204,-0.3301759489106485,0.3793422856792212,-0.025697403626096023,0.026976773328813347,-0.23326919125539247,-0.023972726615041462,0.00962755335876608,0.01388556157870327,0.013548501573765359,0.006097644642520057,0.014461890683011135,-0.01372052632557869,-0.03781144395232603,0.5019293227914113,-0.012110763003375711,-0.03423674398514775,0.10653894035299583,-0.026226125122220514,0.15052309494103563,-0.15052309494103977,-0.11749104485936607,-0.008936736639630417,-0.012282285259330417,0.03228211401590829,-0.22925628150643476,0.2930312498223302,2.0390099150858956,-0.04596654435313476,-0.038332749921457104,-0.6617258262927693,-0.40712274864197956,1.0365398158259576,-0.017023930365712134,-0.13137369402500584,-0.03822196997786991,0.19594726959777398,-0.02564834711012215,0.25179691836424445,-0.8282207761849613,-0.020936642832466677,-0.07281797476075678,0.07736736226224529,0.20530991634072618,-0.0055067637575526565,-0.0958865181796618,-0.12919465935305835,0.11678513907682757,-0.0741684651239842,-0.09497948472477304,0.13915555623499215,-0.023135209304547714,0.24706286469076824,1.3875248312557356,0.4255981378747042,-0.007854639558800227,-0.7534614522986255,0.00445680396457882,-0.01211076283908114,-0.12919465935305835,-0.0741684651239842,-0.007459809101183029,-0.13304632837873112,-0.08251591868201756,0.8834444602580279,-0.07231794979462718,-0.19492836445444844,-0.034272008223089546,-0.08841138735226016,-0.04949071853585036,-0.004030642831198328,-0.5162398992008069,0.019702730723750717,-0.0675995069079907,-0.019027791771420787,0.09911919861677214,0.0,-0.33548240478740565
